cell_id,intent,archetype,occasion,occasion_archetype,season,gender,formality,time,sample_profile_id
c_01449,occasion_recommendation,creative,rooftop_bar,night_out,autumn,female,smart_casual,evening,p_013_creative_female
c_01450,occasion_recommendation,creative,club_night,night_out,spring,male,smart_casual,evening,p_012_creative_male
c_01451,occasion_recommendation,creative,club_night,night_out,spring,female,smart_casual,evening,p_013_creative_female
c_01452,occasion_recommendation,creative,club_night,night_out,summer,male,smart_casual,evening,p_012_creative_male
c_01453,occasion_recommendation,creative,club_night,night_out,summer,female,smart_casual,evening,p_013_creative_female
c_01454,occasion_recommendation,creative,club_night,night_out,autumn,male,smart_casual,evening,p_012_creative_male
c_01455,occasion_recommendation,creative,club_night,night_out,autumn,female,smart_casual,evening,p_013_creative_female
c_01456,occasion_recommendation,creative,club_night,night_out,winter,male,smart_casual,evening,p_012_creative_male
c_01457,occasion_recommendation,creative,club_night,night_out,winter,female,smart_casual,evening,p_013_creative_female
c_01458,occasion_recommendation,creative,dinner_party,night_out,spring,male,smart_casual,evening,p_012_creative_male
c_01459,occasion_recommendation,creative,dinner_party,night_out,spring,female,smart_casual,evening,p_013_creative_female
c_01460,occasion_recommendation,creative,dinner_party,night_out,summer,male,smart_casual,evening,p_012_creative_male
c_01461,occasion_recommendation,creative,dinner_party,night_out,summer,female,smart_casual,evening,p_013_creative_female
c_01462,occasion_recommendation,creative,dinner_party,night_out,autumn,male,smart_casual,evening,p_012_creative_male
c_01463,occasion_recommendation,creative,dinner_party,night_out,autumn,female,smart_casual,evening,p_013_creative_female
c_01464,occasion_recommendation,creative,dinner_party,night_out,winter,male,smart_casual,evening,p_012_creative_male
c_01465,occasion_recommendation,creative,dinner_party,night_out,winter,female,smart_casual,evening,p_013_creative_female
c_01466,occasion_recommendation,creative,gala_dinner,formal_events,spring,male,ceremonial,evening,p_012_creative_male
c_01467,occasion_recommendation,creative,gala_dinner,formal_events,spring,female,ceremonial,evening,p_013_creative_female
c_01468,occasion_recommendation,creative,gala_dinner,formal_events,summer,male,ceremonial,evening,p_012_creative_male
c_01469,occasion_recommendation,creative,gala_dinner,formal_events,summer,female,ceremonial,evening,p_013_creative_female
c_01470,occasion_recommendation,creative,gala_dinner,formal_events,autumn,male,ceremonial,evening,p_012_creative_male
c_01471,occasion_recommendation,creative,gala_dinner,formal_events,autumn,female,ceremonial,evening,p_013_creative_female
c_01472,occasion_recommendation,creative,gala_dinner,formal_events,winter,male,ceremonial,evening,p_012_creative_male
c_01473,occasion_recommendation,creative,gala_dinner,formal_events,winter,female,ceremonial,evening,p_013_creative_female
c_01474,occasion_recommendation,creative,award_ceremony,formal_events,spring,male,ceremonial,evening,p_012_creative_male
c_01475,occasion_recommendation,creative,award_ceremony,formal_events,spring,female,ceremonial,evening,p_013_creative_female
c_01476,occasion_recommendation,creative,award_ceremony,formal_events,summer,male,ceremonial,evening,p_012_creative_male
c_01477,occasion_recommendation,creative,award_ceremony,formal_events,summer,female,ceremonial,evening,p_013_creative_female
c_01478,occasion_recommendation,creative,award_ceremony,formal_events,autumn,male,ceremonial,evening,p_012_creative_male
c_01479,occasion_recommendation,creative,award_ceremony,formal_events,autumn,female,ceremonial,evening,p_013_creative_female
c_01480,occasion_recommendation,creative,award_ceremony,formal_events,winter,male,ceremonial,evening,p_012_creative_male
c_01481,occasion_recommendation,creative,award_ceremony,formal_events,winter,female,ceremonial,evening,p_013_creative_female
c_01482,occasion_recommendation,creative,business_dinner,formal_events,spring,male,formal,evening,p_012_creative_male
c_01483,occasion_recommendation,creative,business_dinner,formal_events,spring,female,formal,evening,p_013_creative_female
c_01484,occasion_recommendation,creative,business_dinner,formal_events,summer,male,formal,evening,p_012_creative_male
c_01485,occasion_recommendation,creative,business_dinner,formal_events,summer,female,formal,evening,p_013_creative_female
c_01486,occasion_recommendation,creative,business_dinner,formal_events,autumn,male,formal,evening,p_012_creative_male
c_01487,occasion_recommendation,creative,business_dinner,formal_events,autumn,female,formal,evening,p_013_creative_female
c_01488,occasion_recommendation,creative,business_dinner,formal_events,winter,male,formal,evening,p_012_creative_male
c_01489,occasion_recommendation,creative,business_dinner,formal_events,winter,female,formal,evening,p_013_creative_female
c_01490,occasion_recommendation,creative,festival,festive,spring,male,smart_casual,flexible,p_012_creative_male
c_01491,occasion_recommendation,creative,festival,festive,spring,female,smart_casual,flexible,p_013_creative_female
c_01492,occasion_recommendation,creative,festival,festive,summer,male,smart_casual,flexible,p_012_creative_male
c_01493,occasion_recommendation,creative,festival,festive,summer,female,smart_casual,flexible,p_013_creative_female
c_01494,occasion_recommendation,creative,festival,festive,autumn,male,smart_casual,flexible,p_012_creative_male
c_01495,occasion_recommendation,creative,festival,festive,autumn,female,smart_casual,flexible,p_013_creative_female
c_01496,occasion_recommendation,creative,festival,festive,winter,male,smart_casual,flexible,p_012_creative_male
c_01497,occasion_recommendation,creative,festival,festive,winter,female,smart_casual,flexible,p_013_creative_female
c_01498,occasion_recommendation,creative,diwali,festive,autumn,male,ceremonial,evening,p_012_creative_male
c_01499,occasion_recommendation,creative,diwali,festive,autumn,female,ceremonial,evening,p_013_creative_female
c_01500,occasion_recommendation,creative,holiday_gathering,festive,winter,male,smart_casual,evening,p_012_creative_male
c_01501,occasion_recommendation,creative,holiday_gathering,festive,winter,female,smart_casual,evening,p_013_creative_female
c_01502,occasion_recommendation,creative,beach_day,beach_vacation,spring,male,casual,daytime,p_012_creative_male
c_01503,occasion_recommendation,creative,beach_day,beach_vacation,spring,female,casual,daytime,p_013_creative_female
c_01504,occasion_recommendation,creative,beach_day,beach_vacation,summer,male,casual,daytime,p_012_creative_male
c_01505,occasion_recommendation,creative,beach_day,beach_vacation,summer,female,casual,daytime,p_013_creative_female
c_01506,occasion_recommendation,creative,vacation_dinner,beach_vacation,spring,male,smart_casual,evening,p_012_creative_male
c_01507,occasion_recommendation,creative,vacation_dinner,beach_vacation,spring,female,smart_casual,evening,p_013_creative_female
c_01508,occasion_recommendation,creative,vacation_dinner,beach_vacation,summer,male,smart_casual,evening,p_012_creative_male
c_01509,occasion_recommendation,creative,vacation_dinner,beach_vacation,summer,female,smart_casual,evening,p_013_creative_female
c_01510,occasion_recommendation,creative,travel_day,beach_vacation,spring,male,casual,flexible,p_012_creative_male
c_01511,occasion_recommendation,creative,travel_day,beach_vacation,spring,female,casual,flexible,p_013_creative_female
c_01512,occasion_recommendation,creative,travel_day,beach_vacation,summer,male,casual,flexible,p_012_creative_male
c_01513,occasion_recommendation,creative,travel_day,beach_vacation,summer,female,casual,flexible,p_013_creative_female
c_01514,occasion_recommendation,creative,travel_day,beach_vacation,autumn,male,casual,flexible,p_012_creative_male
c_01515,occasion_recommendation,creative,travel_day,beach_vacation,autumn,female,casual,flexible,p_013_creative_female
c_01516,occasion_recommendation,creative,travel_day,beach_vacation,winter,male,casual,flexible,p_012_creative_male
c_01517,occasion_recommendation,creative,travel_day,beach_vacation,winter,female,casual,flexible,p_013_creative_female
c_01518,occasion_recommendation,creative,first_date,dating,spring,male,smart_casual,evening,p_012_creative_male
c_01519,occasion_recommendation,creative,first_date,dating,spring,female,smart_casual,evening,p_013_creative_female
c_01520,occasion_recommendation,creative,first_date,dating,summer,male,smart_casual,evening,p_012_creative_male
c_01521,occasion_recommendation,creative,first_date,dating,summer,female,smart_casual,evening,p_013_creative_female
c_01522,occasion_recommendation,creative,first_date,dating,autumn,male,smart_casual,evening,p_012_creative_male
c_01523,occasion_recommendation,creative,first_date,dating,autumn,female,smart_casual,evening,p_013_creative_female
c_01524,occasion_recommendation,creative,first_date,dating,winter,male,smart_casual,evening,p_012_creative_male
c_01525,occasion_recommendation,creative,first_date,dating,winter,female,smart_casual,evening,p_013_creative_female
c_01526,occasion_recommendation,creative,date_night,dating,spring,male,smart_casual,evening,p_012_creative_male
c_01527,occasion_recommendation,creative,date_night,dating,spring,female,smart_casual,evening,p_013_creative_female
c_01528,occasion_recommendation,creative,date_night,dating,summer,male,smart_casual,evening,p_012_creative_male
c_01529,occasion_recommendation,creative,date_night,dating,summer,female,smart_casual,evening,p_013_creative_female
c_01530,occasion_recommendation,creative,date_night,dating,autumn,male,smart_casual,evening,p_012_creative_male
c_01531,occasion_recommendation,creative,date_night,dating,autumn,female,smart_casual,evening,p_013_creative_female
c_01532,occasion_recommendation,creative,date_night,dating,winter,male,smart_casual,evening,p_012_creative_male
c_01533,occasion_recommendation,creative,date_night,dating,winter,female,smart_casual,evening,p_013_creative_female
c_01534,occasion_recommendation,creative,anniversary_dinner,dating,spring,male,semi_formal,evening,p_012_creative_male
c_01535,occasion_recommendation,creative,anniversary_dinner,dating,spring,female,semi_formal,evening,p_013_creative_female
c_01536,occasion_recommendation,creative,anniversary_dinner,dating,summer,male,semi_formal,evening,p_012_creative_male
c_01537,occasion_recommendation,creative,anniversary_dinner,dating,summer,female,semi_formal,evening,p_013_creative_female
c_01538,occasion_recommendation,creative,anniversary_dinner,dating,autumn,male,semi_formal,evening,p_012_creative_male
c_01539,occasion_recommendation,creative,anniversary_dinner,dating,autumn,female,semi_formal,evening,p_013_creative_female
c_01540,occasion_recommendation,creative,anniversary_dinner,dating,winter,male,semi_formal,evening,p_012_creative_male
c_01541,occasion_recommendation,creative,anniversary_dinner,dating,winter,female,semi_formal,evening,p_013_creative_female
c_01542,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,spring,male,ceremonial,daytime,p_012_creative_male
c_01543,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,spring,female,ceremonial,daytime,p_013_creative_female
c_01544,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,summer,male,ceremonial,daytime,p_012_creative_male
c_01545,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,summer,female,ceremonial,daytime,p_013_creative_female
c_01546,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,autumn,male,ceremonial,daytime,p_012_creative_male
c_01547,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,autumn,female,ceremonial,daytime,p_013_creative_female
c_01548,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,winter,male,ceremonial,daytime,p_012_creative_male
c_01549,occasion_recommendation,creative,wedding_ceremony,wedding_vibes,winter,female,ceremonial,daytime,p_013_creative_female
c_01550,occasion_recommendation,creative,wedding_engagement,wedding_vibes,spring,male,ceremonial,evening,p_012_creative_male
c_01551,occasion_recommendation,creative,wedding_engagement,wedding_vibes,spring,female,ceremonial,evening,p_013_creative_female
c_01552,occasion_recommendation,creative,wedding_engagement,wedding_vibes,summer,male,ceremonial,evening,p_012_creative_male
c_01553,occasion_recommendation,creative,wedding_engagement,wedding_vibes,summer,female,ceremonial,evening,p_013_creative_female
c_01554,occasion_recommendation,creative,wedding_engagement,wedding_vibes,autumn,male,ceremonial,evening,p_012_creative_male
c_01555,occasion_recommendation,creative,wedding_engagement,wedding_vibes,autumn,female,ceremonial,evening,p_013_creative_female
c_01556,occasion_recommendation,creative,wedding_engagement,wedding_vibes,winter,male,ceremonial,evening,p_012_creative_male
c_01557,occasion_recommendation,creative,wedding_engagement,wedding_vibes,winter,female,ceremonial,evening,p_013_creative_female
c_01558,occasion_recommendation,creative,wedding_reception,wedding_vibes,spring,male,ceremonial,evening,p_012_creative_male
c_01559,occasion_recommendation,creative,wedding_reception,wedding_vibes,spring,female,ceremonial,evening,p_013_creative_female
c_01560,occasion_recommendation,creative,wedding_reception,wedding_vibes,summer,male,ceremonial,evening,p_012_creative_male
c_01561,occasion_recommendation,creative,wedding_reception,wedding_vibes,summer,female,ceremonial,evening,p_013_creative_female
c_01562,occasion_recommendation,creative,wedding_reception,wedding_vibes,autumn,male,ceremonial,evening,p_012_creative_male
c_01563,occasion_recommendation,creative,wedding_reception,wedding_vibes,autumn,female,ceremonial,evening,p_013_creative_female
c_01564,occasion_recommendation,creative,wedding_reception,wedding_vibes,winter,male,ceremonial,evening,p_012_creative_male
c_01565,occasion_recommendation,creative,wedding_reception,wedding_vibes,winter,female,ceremonial,evening,p_013_creative_female
c_01566,occasion_recommendation,creative,sangeet,wedding_vibes,spring,male,ceremonial,evening,p_012_creative_male
c_01567,occasion_recommendation,creative,sangeet,wedding_vibes,spring,female,ceremonial,evening,p_013_creative_female
c_01568,occasion_recommendation,creative,sangeet,wedding_vibes,summer,male,ceremonial,evening,p_012_creative_male
c_01569,occasion_recommendation,creative,sangeet,wedding_vibes,summer,female,ceremonial,evening,p_013_creative_female
c_01570,occasion_recommendation,creative,sangeet,wedding_vibes,autumn,male,ceremonial,evening,p_012_creative_male
c_01571,occasion_recommendation,creative,sangeet,wedding_vibes,autumn,female,ceremonial,evening,p_013_creative_female
c_01572,occasion_recommendation,creative,sangeet,wedding_vibes,winter,male,ceremonial,evening,p_012_creative_male
c_01573,occasion_recommendation,creative,sangeet,wedding_vibes,winter,female,ceremonial,evening,p_013_creative_female
c_01574,occasion_recommendation,creative,mehndi,wedding_vibes,spring,male,ceremonial,daytime,p_012_creative_male
c_01575,occasion_recommendation,creative,mehndi,wedding_vibes,spring,female,ceremonial,daytime,p_013_creative_female
c_01576,occasion_recommendation,creative,mehndi,wedding_vibes,summer,male,ceremonial,daytime,p_012_creative_male
c_01577,occasion_recommendation,creative,mehndi,wedding_vibes,summer,female,ceremonial,daytime,p_013_creative_female
c_01578,occasion_recommendation,creative,mehndi,wedding_vibes,autumn,male,ceremonial,daytime,p_012_creative_male
c_01579,occasion_recommendation,creative,mehndi,wedding_vibes,autumn,female,ceremonial,daytime,p_013_creative_female
c_01580,occasion_recommendation,creative,mehndi,wedding_vibes,winter,male,ceremonial,daytime,p_012_creative_male
c_01581,occasion_recommendation,creative,mehndi,wedding_vibes,winter,female,ceremonial,daytime,p_013_creative_female
c_01582,occasion_recommendation,natural,daily_office,work_mode,spring,male,smart_casual,daytime,p_014_natural_male
c_01583,occasion_recommendation,natural,daily_office,work_mode,spring,female,smart_casual,daytime,p_015_natural_female
c_01584,occasion_recommendation,natural,daily_office,work_mode,summer,male,smart_casual,daytime,p_014_natural_male
c_01585,occasion_recommendation,natural,daily_office,work_mode,summer,female,smart_casual,daytime,p_015_natural_female
c_01586,occasion_recommendation,natural,daily_office,work_mode,autumn,male,smart_casual,daytime,p_014_natural_male
c_01587,occasion_recommendation,natural,daily_office,work_mode,autumn,female,smart_casual,daytime,p_015_natural_female
c_01588,occasion_recommendation,natural,daily_office,work_mode,winter,male,smart_casual,daytime,p_014_natural_male
c_01589,occasion_recommendation,natural,daily_office,work_mode,winter,female,smart_casual,daytime,p_015_natural_female
c_01590,occasion_recommendation,natural,formal_office,work_mode,spring,male,formal,daytime,p_014_natural_male
c_01591,occasion_recommendation,natural,formal_office,work_mode,spring,female,formal,daytime,p_015_natural_female
c_01592,occasion_recommendation,natural,formal_office,work_mode,summer,male,formal,daytime,p_014_natural_male
c_01593,occasion_recommendation,natural,formal_office,work_mode,summer,female,formal,daytime,p_015_natural_female
c_01594,occasion_recommendation,natural,formal_office,work_mode,autumn,male,formal,daytime,p_014_natural_male
c_01595,occasion_recommendation,natural,formal_office,work_mode,autumn,female,formal,daytime,p_015_natural_female
c_01596,occasion_recommendation,natural,formal_office,work_mode,winter,male,formal,daytime,p_014_natural_male
c_01597,occasion_recommendation,natural,formal_office,work_mode,winter,female,formal,daytime,p_015_natural_female
c_01598,occasion_recommendation,natural,business_meeting,work_mode,spring,male,formal,daytime,p_014_natural_male
c_01599,occasion_recommendation,natural,business_meeting,work_mode,spring,female,formal,daytime,p_015_natural_female
c_01600,occasion_recommendation,natural,business_meeting,work_mode,summer,male,formal,daytime,p_014_natural_male
c_01601,occasion_recommendation,natural,business_meeting,work_mode,summer,female,formal,daytime,p_015_natural_female
c_01602,occasion_recommendation,natural,business_meeting,work_mode,autumn,male,formal,daytime,p_014_natural_male
c_01603,occasion_recommendation,natural,business_meeting,work_mode,autumn,female,formal,daytime,p_015_natural_female
c_01604,occasion_recommendation,natural,business_meeting,work_mode,winter,male,formal,daytime,p_014_natural_male
c_01605,occasion_recommendation,natural,business_meeting,work_mode,winter,female,formal,daytime,p_015_natural_female
c_01606,occasion_recommendation,natural,interview,work_mode,spring,male,formal,daytime,p_014_natural_male
c_01607,occasion_recommendation,natural,interview,work_mode,spring,female,formal,daytime,p_015_natural_female
c_01608,occasion_recommendation,natural,interview,work_mode,summer,male,formal,daytime,p_014_natural_male
c_01609,occasion_recommendation,natural,interview,work_mode,summer,female,formal,daytime,p_015_natural_female
c_01610,occasion_recommendation,natural,interview,work_mode,autumn,male,formal,daytime,p_014_natural_male
c_01611,occasion_recommendation,natural,interview,work_mode,autumn,female,formal,daytime,p_015_natural_female
c_01612,occasion_recommendation,natural,interview,work_mode,winter,male,formal,daytime,p_014_natural_male
c_01613,occasion_recommendation,natural,interview,work_mode,winter,female,formal,daytime,p_015_natural_female
c_01614,occasion_recommendation,natural,workplace_event,work_mode,spring,male,smart_casual,evening,p_014_natural_male
c_01615,occasion_recommendation,natural,workplace_event,work_mode,spring,female,smart_casual,evening,p_015_natural_female
c_01616,occasion_recommendation,natural,workplace_event,work_mode,summer,male,smart_casual,evening,p_014_natural_male
c_01617,occasion_recommendation,natural,workplace_event,work_mode,summer,female,smart_casual,evening,p_015_natural_female
c_01618,occasion_recommendation,natural,workplace_event,work_mode,autumn,male,smart_casual,evening,p_014_natural_male
c_01619,occasion_recommendation,natural,workplace_event,work_mode,autumn,female,smart_casual,evening,p_015_natural_female
c_01620,occasion_recommendation,natural,workplace_event,work_mode,winter,male,smart_casual,evening,p_014_natural_male
c_01621,occasion_recommendation,natural,workplace_event,work_mode,winter,female,smart_casual,evening,p_015_natural_female
c_01622,occasion_recommendation,natural,weekend_brunch,social_casual,spring,male,casual,daytime,p_014_natural_male
c_01623,occasion_recommendation,natural,weekend_brunch,social_casual,spring,female,casual,daytime,p_015_natural_female
c_01624,occasion_recommendation,natural,weekend_brunch,social_casual,summer,male,casual,daytime,p_014_natural_male
c_01625,occasion_recommendation,natural,weekend_brunch,social_casual,summer,female,casual,daytime,p_015_natural_female
c_01626,occasion_recommendation,natural,weekend_brunch,social_casual,autumn,male,casual,daytime,p_014_natural_male
c_01627,occasion_recommendation,natural,weekend_brunch,social_casual,autumn,female,casual,daytime,p_015_natural_female
c_01628,occasion_recommendation,natural,weekend_brunch,social_casual,winter,male,casual,daytime,p_014_natural_male
c_01629,occasion_recommendation,natural,weekend_brunch,social_casual,winter,female,casual,daytime,p_015_natural_female
c_01630,occasion_recommendation,natural,casual_lunch,social_casual,spring,male,casual,daytime,p_014_natural_male
c_01631,occasion_recommendation,natural,casual_lunch,social_casual,spring,female,casual,daytime,p_015_natural_female
c_01632,occasion_recommendation,natural,casual_lunch,social_casual,summer,male,casual,daytime,p_014_natural_male
c_01633,occasion_recommendation,natural,casual_lunch,social_casual,summer,female,casual,daytime,p_015_natural_female
c_01634,occasion_recommendation,natural,casual_lunch,social_casual,autumn,male,casual,daytime,p_014_natural_male
c_01635,occasion_recommendation,natural,casual_lunch,social_casual,autumn,female,casual,daytime,p_015_natural_female
c_01636,occasion_recommendation,natural,casual_lunch,social_casual,winter,male,casual,daytime,p_014_natural_male
c_01637,occasion_recommendation,natural,casual_lunch,social_casual,winter,female,casual,daytime,p_015_natural_female
c_01638,occasion_recommendation,natural,everyday_casual,social_casual,spring,male,casual,flexible,p_014_natural_male
c_01639,occasion_recommendation,natural,everyday_casual,social_casual,spring,female,casual,flexible,p_015_natural_female
c_01640,occasion_recommendation,natural,everyday_casual,social_casual,summer,male,casual,flexible,p_014_natural_male
c_01641,occasion_recommendation,natural,everyday_casual,social_casual,summer,female,casual,flexible,p_015_natural_female
c_01642,occasion_recommendation,natural,everyday_casual,social_casual,autumn,male,casual,flexible,p_014_natural_male
c_01643,occasion_recommendation,natural,everyday_casual,social_casual,autumn,female,casual,flexible,p_015_natural_female
c_01644,occasion_recommendation,natural,everyday_casual,social_casual,winter,male,casual,flexible,p_014_natural_male
c_01645,occasion_recommendation,natural,everyday_casual,social_casual,winter,female,casual,flexible,p_015_natural_female
c_01646,occasion_recommendation,natural,coffee_meetup,social_casual,spring,male,casual,daytime,p_014_natural_male
c_01647,occasion_recommendation,natural,coffee_meetup,social_casual,spring,female,casual,daytime,p_015_natural_female
c_01648,occasion_recommendation,natural,coffee_meetup,social_casual,summer,male,casual,daytime,p_014_natural_male
c_01649,occasion_recommendation,natural,coffee_meetup,social_casual,summer,female,casual,daytime,p_015_natural_female
c_01650,occasion_recommendation,natural,coffee_meetup,social_casual,autumn,male,casual,daytime,p_014_natural_male
c_01651,occasion_recommendation,natural,coffee_meetup,social_casual,autumn,female,casual,daytime,p_015_natural_female
c_01652,occasion_recommendation,natural,coffee_meetup,social_casual,winter,male,casual,daytime,p_014_natural_male
c_01653,occasion_recommendation,natural,coffee_meetup,social_casual,winter,female,casual,daytime,p_015_natural_female
c_01654,occasion_recommendation,natural,shopping_outing,social_casual,spring,male,casual,daytime,p_014_natural_male
c_01655,occasion_recommendation,natural,shopping_outing,social_casual,spring,female,casual,daytime,p_015_natural_female
c_01656,occasion_recommendation,natural,shopping_outing,social_casual,summer,male,casual,daytime,p_014_natural_male
c_01657,occasion_recommendation,natural,shopping_outing,social_casual,summer,female,casual,daytime,p_015_natural_female
c_01658,occasion_recommendation,natural,shopping_outing,social_casual,autumn,male,casual,daytime,p_014_natural_male
c_01659,occasion_recommendation,natural,shopping_outing,social_casual,autumn,female,casual,daytime,p_015_natural_female
c_01660,occasion_recommendation,natural,shopping_outing,social_casual,winter,male,casual,daytime,p_014_natural_male
c_01661,occasion_recommendation,natural,shopping_outing,social_casual,winter,female,casual,daytime,p_015_natural_female
c_01662,occasion_recommendation,natural,cocktail_party,night_out,spring,male,semi_formal,evening,p_014_natural_male
c_01663,occasion_recommendation,natural,cocktail_party,night_out,spring,female,semi_formal,evening,p_015_natural_female
c_01664,occasion_recommendation,natural,cocktail_party,night_out,summer,male,semi_formal,evening,p_014_natural_male
c_01665,occasion_recommendation,natural,cocktail_party,night_out,summer,female,semi_formal,evening,p_015_natural_female
c_01666,occasion_recommendation,natural,cocktail_party,night_out,autumn,male,semi_formal,evening,p_014_natural_male
c_01667,occasion_recommendation,natural,cocktail_party,night_out,autumn,female,semi_formal,evening,p_015_natural_female
c_01668,occasion_recommendation,natural,cocktail_party,night_out,winter,male,semi_formal,evening,p_014_natural_male
c_01669,occasion_recommendation,natural,cocktail_party,night_out,winter,female,semi_formal,evening,p_015_natural_female
c_01670,occasion_recommendation,natural,rooftop_bar,night_out,spring,male,smart_casual,evening,p_014_natural_male
c_01671,occasion_recommendation,natural,rooftop_bar,night_out,spring,female,smart_casual,evening,p_015_natural_female
c_01672,occasion_recommendation,natural,rooftop_bar,night_out,summer,male,smart_casual,evening,p_014_natural_male
c_01673,occasion_recommendation,natural,rooftop_bar,night_out,summer,female,smart_casual,evening,p_015_natural_female
c_01674,occasion_recommendation,natural,rooftop_bar,night_out,autumn,male,smart_casual,evening,p_014_natural_male
c_01675,occasion_recommendation,natural,rooftop_bar,night_out,autumn,female,smart_casual,evening,p_015_natural_female
c_01676,occasion_recommendation,natural,club_night,night_out,spring,male,smart_casual,evening,p_014_natural_male
c_01677,occasion_recommendation,natural,club_night,night_out,spring,female,smart_casual,evening,p_015_natural_female
c_01678,occasion_recommendation,natural,club_night,night_out,summer,male,smart_casual,evening,p_014_natural_male
c_01679,occasion_recommendation,natural,club_night,night_out,summer,female,smart_casual,evening,p_015_natural_female
c_01680,occasion_recommendation,natural,club_night,night_out,autumn,male,smart_casual,evening,p_014_natural_male
c_01681,occasion_recommendation,natural,club_night,night_out,autumn,female,smart_casual,evening,p_015_natural_female
c_01682,occasion_recommendation,natural,club_night,night_out,winter,male,smart_casual,evening,p_014_natural_male
c_01683,occasion_recommendation,natural,club_night,night_out,winter,female,smart_casual,evening,p_015_natural_female
c_01684,occasion_recommendation,natural,dinner_party,night_out,spring,male,smart_casual,evening,p_014_natural_male
c_01685,occasion_recommendation,natural,dinner_party,night_out,spring,female,smart_casual,evening,p_015_natural_female
c_01686,occasion_recommendation,natural,dinner_party,night_out,summer,male,smart_casual,evening,p_014_natural_male
c_01687,occasion_recommendation,natural,dinner_party,night_out,summer,female,smart_casual,evening,p_015_natural_female
c_01688,occasion_recommendation,natural,dinner_party,night_out,autumn,male,smart_casual,evening,p_014_natural_male
c_01689,occasion_recommendation,natural,dinner_party,night_out,autumn,female,smart_casual,evening,p_015_natural_female
c_01690,occasion_recommendation,natural,dinner_party,night_out,winter,male,smart_casual,evening,p_014_natural_male
c_01691,occasion_recommendation,natural,dinner_party,night_out,winter,female,smart_casual,evening,p_015_natural_female
c_01692,occasion_recommendation,natural,gala_dinner,formal_events,spring,male,ceremonial,evening,p_014_natural_male
c_01693,occasion_recommendation,natural,gala_dinner,formal_events,spring,female,ceremonial,evening,p_015_natural_female
c_01694,occasion_recommendation,natural,gala_dinner,formal_events,summer,male,ceremonial,evening,p_014_natural_male
c_01695,occasion_recommendation,natural,gala_dinner,formal_events,summer,female,ceremonial,evening,p_015_natural_female
c_01696,occasion_recommendation,natural,gala_dinner,formal_events,autumn,male,ceremonial,evening,p_014_natural_male
c_01697,occasion_recommendation,natural,gala_dinner,formal_events,autumn,female,ceremonial,evening,p_015_natural_female
c_01698,occasion_recommendation,natural,gala_dinner,formal_events,winter,male,ceremonial,evening,p_014_natural_male
c_01699,occasion_recommendation,natural,gala_dinner,formal_events,winter,female,ceremonial,evening,p_015_natural_female
c_01700,occasion_recommendation,natural,award_ceremony,formal_events,spring,male,ceremonial,evening,p_014_natural_male
c_01701,occasion_recommendation,natural,award_ceremony,formal_events,spring,female,ceremonial,evening,p_015_natural_female
c_01702,occasion_recommendation,natural,award_ceremony,formal_events,summer,male,ceremonial,evening,p_014_natural_male
c_01703,occasion_recommendation,natural,award_ceremony,formal_events,summer,female,ceremonial,evening,p_015_natural_female
c_01704,occasion_recommendation,natural,award_ceremony,formal_events,autumn,male,ceremonial,evening,p_014_natural_male
c_01705,occasion_recommendation,natural,award_ceremony,formal_events,autumn,female,ceremonial,evening,p_015_natural_female
c_01706,occasion_recommendation,natural,award_ceremony,formal_events,winter,male,ceremonial,evening,p_014_natural_male
c_01707,occasion_recommendation,natural,award_ceremony,formal_events,winter,female,ceremonial,evening,p_015_natural_female
c_01708,occasion_recommendation,natural,business_dinner,formal_events,spring,male,formal,evening,p_014_natural_male
c_01709,occasion_recommendation,natural,business_dinner,formal_events,spring,female,formal,evening,p_015_natural_female
c_01710,occasion_recommendation,natural,business_dinner,formal_events,summer,male,formal,evening,p_014_natural_male
c_01711,occasion_recommendation,natural,business_dinner,formal_events,summer,female,formal,evening,p_015_natural_female
c_01712,occasion_recommendation,natural,business_dinner,formal_events,autumn,male,formal,evening,p_014_natural_male
c_01713,occasion_recommendation,natural,business_dinner,formal_events,autumn,female,formal,evening,p_015_natural_female
c_01714,occasion_recommendation,natural,business_dinner,formal_events,winter,male,formal,evening,p_014_natural_male
c_01715,occasion_recommendation,natural,business_dinner,formal_events,winter,female,formal,evening,p_015_natural_female
c_01716,occasion_recommendation,natural,festival,festive,spring,male,smart_casual,flexible,p_014_natural_male
c_01717,occasion_recommendation,natural,festival,festive,spring,female,smart_casual,flexible,p_015_natural_female
c_01718,occasion_recommendation,natural,festival,festive,summer,male,smart_casual,flexible,p_014_natural_male
c_01719,occasion_recommendation,natural,festival,festive,summer,female,smart_casual,flexible,p_015_natural_female
c_01720,occasion_recommendation,natural,festival,festive,autumn,male,smart_casual,flexible,p_014_natural_male
c_01721,occasion_recommendation,natural,festival,festive,autumn,female,smart_casual,flexible,p_015_natural_female
c_01722,occasion_recommendation,natural,festival,festive,winter,male,smart_casual,flexible,p_014_natural_male
