,name,description,image,url,offers/price,store
84,100% Cotton Strappy Fit & Flare Dress,"name: 100% Cotton Strappy Fit & Flare Dress, brand/slogan: Oley, description:-

Square neckline with shoulder straps

-

Features pockets

-

Fitted bodice

-

Flared midi silhouette

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Square neckline with shoulder straps</p>

<p>-</p>

<p>Features pockets</p>

<p>-</p>

<p>Fitted bodice</p>

<p>-</p>

<p>Flared midi silhouette</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_-core-_1503_maroon-1748.jpg?v=1768551388&width=1440&crop=center,https://www.virgio.com/products/smod1-oley-cotton-strappy-fit-flare-dress,2390.0,Virgio
85,Lyocell Ruffle Detail Midi Dress,"name: Lyocell Ruffle Detail Midi Dress, brand/slogan: Marah, description:-

78% Lyocell 22% Viscose woven fabric for lightweight comfort

-

Sweetheart neckline for a feminine finish

-

Sleeveless design for easy movement

-

Fit-and-flare midi silhouette with ruffle detail, detailedDescription: <article>

<p>-</p>

<p>78% Lyocell 22% Viscose woven fabric for lightweight comfort</p>

<p>-</p>

<p>Sweetheart neckline for a feminine finish</p>

<p>-</p>

<p>Sleeveless design for easy movement</p>

<p>-</p>

<p>Fit-and-flare midi silhouette with ruffle detail</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4284_green_printed_dress-7332.jpg?v=1764687142&width=1440&crop=center,https://www.virgio.com/products/brunch-marah-lyocell-ruffle-detail-midi-dress,2390.0,Virgio
86,100% Cotton Back Bow Tie Up Midi Dress,"name: 100% Cotton Back Bow Tie Up Midi Dress, brand/slogan: Nehira, description:-

Boat neckline

-

Puff sleeves

-

Back tie-up

-

2 side pockets

-

Fit-and-flare

-

100% cotton

-

Perfect for brunch, vacation & daywear, detailedDescription: <article>

<p>-</p>

<p>Boat neckline</p>

<p>-</p>

<p>Puff sleeves</p>

<p>-</p>

<p>Back tie-up</p>

<p>-</p>

<p>2 side pockets</p>

<p>-</p>

<p>Fit-and-flare</p>

<p>-</p>

<p>100% cotton</p>

<p>-</p>

<p>Perfect for brunch, vacation &amp; daywear</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1335_purple-14144.jpg?v=1764754186&width=1440&crop=center,https://www.virgio.com/products/mod1-nehira-cotton-back-bow-tie-up-midi-dress,2390.0,Virgio
87,100% Cotton Pleat Detail Midi Dress,"name: 100% Cotton Pleat Detail Midi Dress, brand/slogan: Shiel, description:Crafted from soft 100% cotton, this beige midi dress features elegant pleat detailing and paneling for a flattering fit. The high neck, short sleeves, and all-over print create a sophisticated yet easy-to-wear style suitable for any occasion., detailedDescription: <article>

<p>Crafted from soft 100% cotton, this beige midi dress features elegant pleat detailing and paneling for a flattering fit. The high neck, short sleeves, and all-over print create a sophisticated yet easy-to-wear style suitable for any occasion.</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4296_DARK_gREEN-12695.jpg?v=1764681552&width=1440&crop=center,https://www.virgio.com/products/workwear-shiel-cotton-pleat-detail-midi-dress,1990.0,Virgio
88,100% Viscose Cold Shoulder Maxi Dress,"name: 100% Viscose Cold Shoulder Maxi Dress, brand/slogan: Virgio logo, description:-

Sweetheart neckline

-

Cold-shoulder flutter sleeves

-

Side pockets for ease

-

Flared silhouette

-

100% viscose for soft, flowy drape, detailedDescription: <article>

<p>-</p>

<p>Sweetheart neckline</p>

<p>-</p>

<p>Cold-shoulder flutter sleeves</p>

<p>-</p>

<p>Side pockets for ease</p>

<p>-</p>

<p>Flared silhouette</p>

<p>-</p>

<p>100% viscose for soft, flowy drape</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1307_print-12454.jpg?v=1764686334&width=1440&crop=center,https://www.virgio.com/products/mod1-gamze-viscose-cold-shoulder-maxi-dress,2190.0,Virgio
89,100% Cotton Midi Pleated Dress,"name: 100% Cotton Midi Pleated Dress, brand/slogan: Cassidy, description:-

Pleated midi silhouette

-

Puff sleeves with shirt collar

-

Two side pockets for function

-

Made in breathable cotton poplin, detailedDescription: <article>

<p>-</p>

<p>Pleated midi silhouette</p>

<p>-</p>

<p>Puff sleeves with shirt collar</p>

<p>-</p>

<p>Two side pockets for function</p>

<p>-</p>

<p>Made in breathable cotton poplin</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4308_green-12260.jpg?v=1764685032&width=1440&crop=center,https://www.virgio.com/products/mod1-cassidy-cotton-midi-pleated-dress,1990.0,Virgio
90,100% Viscose Printed Tiered Dress,"name: 100% Viscose Printed Tiered Dress, brand/slogan: Virgio logo, description:-

Short puff sleeves

-

Mandarin collar with fitted bodice

-

Tie detail at waist

-

Tiered midi skirt

-

Floral printed design

-

Made with, detailedDescription: <article>

<p>-</p>

<p>Short puff sleeves</p>

<p>-</p>

<p>Mandarin collar with fitted bodice</p>

<p>-</p>

<p>Tie detail at waist</p>

<p>-</p>

<p>Tiered midi skirt</p>

<p>-</p>

<p>Floral printed design</p>

<p>-</p>

<p>Made with</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6022_printed_-19193-6022_printed_dress.jpg?v=1766057390&width=1440&crop=center,https://www.virgio.com/products/nb1-ismay-viscose-printed-tiered-dress,1295.0,Virgio
91,100% Cotton Pleated Sleeves Shirt Dress,"name: 100% Cotton Pleated Sleeves Shirt Dress, brand/slogan: Mavel, description:-

Shirt collar

-

Short sleeves with pleats and placket detailing

-

Front button closure

-

Flared silhouette

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Shirt collar</p>

<p>-</p>

<p>Short sleeves with pleats and placket detailing</p>

<p>-</p>

<p>Front button closure</p>

<p>-</p>

<p>Flared silhouette</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_6878_black_dr-1582.jpg?v=1769500678&width=1440&crop=center,https://www.virgio.com/products/smod1-mavel-cotton-pleated-sleeves-shirt-dress,1190.0,Virgio
92,100% Cotton Halter Neck Skater Dress,"name: 100% Cotton Halter Neck Skater Dress, brand/slogan: Nadie, description:-

Round halter neckline

-

Fitted waist

-

Flared skirt silhouette

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Round halter neckline</p>

<p>-</p>

<p>Fitted waist</p>

<p>-</p>

<p>Flared skirt silhouette</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_6884_red_dr-1844.jpg?v=1768545238&width=1440&crop=center,https://www.virgio.com/products/smod1-nadie-cotton-halter-neck-skater-dress,1590.0,Virgio
93,100% Cotton V-Neck Bow Tie Maxi Dress,"name: 100% Cotton V-Neck Bow Tie Maxi Dress, brand/slogan: Virgio logo, description:-

100% Cotton satin woven fabric

-

V-neckline with bow tie

-

Three-quarter puff sleeves

-

Fit-and-flare maxi silhouette, detailedDescription: <article>

<p>-</p>

<p>100% Cotton satin woven fabric</p>

<p>-</p>

<p>V-neckline with bow tie</p>

<p>-</p>

<p>Three-quarter puff sleeves</p>

<p>-</p>

<p>Fit-and-flare maxi silhouette</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6870_val_mod-0698.jpg?v=1769168265&width=1440&crop=center,https://www.virgio.com/products/smod1-olty-cotton-v-neck-bow-tie-maxi-dress,1790.0,Virgio
94,100% Viscose Back Cut Out Midi Dress,"name: 100% Viscose Back Cut Out Midi Dress, brand/slogan: Virgio logo, description:-

Adjustable shoulder straps

-

Subtle cut-out detailing

-

Fabric button accents

-

Soft drapey viscose, detailedDescription: <article>

<p>-</p>

<p>Adjustable shoulder straps</p>

<p>-</p>

<p>Subtle cut-out detailing</p>

<p>-</p>

<p>Fabric button accents</p>

<p>-</p>

<p>Soft drapey viscose</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DR_002_PINK-12389.jpg?v=1764700373&width=1440&crop=center,https://www.virgio.com/products/mod1-hande-viscose-back-cut-out-midi-dress,2390.0,Virgio
95,100% Viscose V-Neck Gathered Dress,"name: 100% Viscose V-Neck Gathered Dress, brand/slogan: Mirin, description:-

100% Viscose woven fabric for a fluid drape

-

V-neckline with gathered shoulder detail

-

Puff sleeves for soft volume

-

Flared midi silhouette for easy movement, detailedDescription: <article>

<p>-</p>

<p>100% Viscose woven fabric for a fluid drape</p>

<p>-</p>

<p>V-neckline with gathered shoulder detail</p>

<p>-</p>

<p>Puff sleeves for soft volume</p>

<p>-</p>

<p>Flared midi silhouette for easy movement</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4300_red-14353_4a2df7e8-ea57-4a07-9866-0f1c6fef6aad.jpg?v=1765025798&width=1440&crop=center,https://www.virgio.com/products/brunch-mirin-viscose-v-neck-gathered-dress,1990.0,Virgio
0,100% Viscose Pintuck Midi Dress With Ruffles,"name: 100% Viscose Pintuck Midi Dress With Ruffles, brand/slogan: Rorna, description:-

100% Viscose Georgette woven fabric

-

High neck with pintuck and ruffle details

-

Fit-and-flare midi silhouette

-

Button closure, detailedDescription: <article>

<p>-</p>

<p>100% Viscose Georgette
 woven fabric</p>

<p>-</p>

<p>High neck with pintuck and ruffle details</p>

<p>-</p>

<p>Fit-and-flare midi silhouette</p>

<p>-</p>

<p>Button closure</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1509_VAL_MOD-0938.jpg?v=1769503655&width=1440&crop=center,https://www.virgio.com/products/smod1-rorna-viscose-pintuck-midi-dress-with-ruffles,1790.0,Virgio
1,100% Cotton Pleated Front Midi Dress,"name: 100% Cotton Pleated Front Midi Dress, brand/slogan: Virgio logo, description:-

Boat neckline

-

Pleated front for cinched waist

-

Flared midi silhouette

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Boat neckline</p>

<p>-</p>

<p>Pleated front for cinched waist</p>

<p>-</p>

<p>Flared midi silhouette</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_1502_blue-0926_fcbd7c8c-f7a3-4b51-971f-1a3a6f26fe3b.jpg?v=1770191026&width=1440&crop=center,https://www.virgio.com/products/smod1-olnen-cotton-pleated-front-midi-dress,2390.0,Virgio
2,100% Cotton Pleated Bubble Hem Dress,"name: 100% Cotton Pleated Bubble Hem Dress, brand/slogan: Noura, description:-

Deep V-neck with extended sleeves

-

Fit & flare shape with knife pleats

-

Cinched waist with bubble hem

-

Gathers at bust

-

Side zip with full lining, detailedDescription: <article>

<p>-</p>

<p>Deep V-neck with extended sleeves</p>

<p>-</p>

<p>Fit &amp; flare shape with knife pleats</p>

<p>-</p>

<p>Cinched waist with bubble hem</p>

<p>-</p>

<p>Gathers at bust</p>

<p>-</p>

<p>Side zip with full lining</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Nouralive-12353.jpg?v=1764762914&width=1440&crop=center,https://www.virgio.com/products/sfp1-noura-cotton-pleated-bubble-hem-dress,1790.0,Virgio
3,100% Viscose Lace Detail Maxi Dress,"name: 100% Viscose Lace Detail Maxi Dress, brand/slogan: Virgio logo, description:-

100% viscose fabric with luxurious drape

-

Open-back panel detail adds allure

-

Lace accent enhances femininity

-

Flared maxi silhouette for graceful flow, detailedDescription: <article>

<p>-</p>

<p>100% viscose fabric with luxurious drape</p>

<p>-</p>

<p>Open-back panel detail adds allure</p>

<p>-</p>

<p>Lace accent enhances femininity</p>

<p>-</p>

<p>Flared maxi silhouette for graceful flow</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DR_005-12788.jpg?v=1764932933&width=1440&crop=center,https://www.virgio.com/products/mod1-lale-viscose-lace-detail-maxi-dress,1990.0,Virgio
4,100% Viscose Flutter Sleeve Midi Dress,"name: 100% Viscose Flutter Sleeve Midi Dress, brand/slogan: Farine, description:-

Woven fabric for light, easy drape

-

Soft flutter sleeves for a feminine touch

-

Fit-and-flare midi silhouette for everyday ease

-

Concealed zip for a neat, seamless look, detailedDescription: <article>

<p>-</p>

<p>Woven fabric for light, easy drape</p>

<p>-</p>

<p>Soft flutter sleeves for a feminine touch</p>

<p>-</p>

<p>Fit-and-flare midi silhouette for everyday ease</p>

<p>-</p>

<p>Concealed zip for a neat, seamless look</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4307_brown_dress-16557.jpg?v=1766140938&width=1440&crop=center,https://www.virgio.com/products/nb1-farine-viscose-flutter-sleeve-midi-dress,1590.0,Virgio
5,100% Cotton Tiered Maxi Dress,"name: 100% Cotton Tiered Maxi Dress, brand/slogan: Virgio logo, description:-

V-neckline with front tie detail

-

Soft puff sleeves with gathered finish

-

Multi-tiered A-line midi skirt

-

Made with 100% cotton, detailedDescription: <article>

<p>-</p>

<p>V-neckline with front tie detail</p>

<p>-</p>

<p>Soft puff sleeves with gathered finish</p>

<p>-</p>

<p>Multi-tiered A-line midi skirt</p>

<p>-</p>

<p>Made with 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6021_dress-18791.jpg?v=1766057036&width=1440&crop=center,https://www.virgio.com/products/nb1-hiba-cotton-tiered-maxi-dress,1295.0,Virgio
6,100% Cotton Back Bow Tie-Up Peplum Dress,"name: 100% Cotton Back Bow Tie-Up Peplum Dress, brand/slogan: Olmia, description:-

Square neckline

-

Short flutter sleeves

-

Fitted waist with back bow tie-up

-

Flared mini silhouette

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Square neckline</p>

<p>-</p>

<p>Short flutter sleeves</p>

<p>-</p>

<p>Fitted waist with back bow tie-up</p>

<p>-</p>

<p>Flared mini silhouette</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6877_mod_val-0295_de8145c3-1305-4862-ad2f-06e24e61e509.jpg?v=1769175470&width=1440&crop=center,https://www.virgio.com/products/smod1-olmia-cotton-back-bow-tie-up-peplum-dress,1590.0,Virgio
7,100% Cotton Puff Sleeve Mini Dress,"name: 100% Cotton Puff Sleeve Mini Dress, brand/slogan: Virgio logo, description:-

100% Cotton woven fabric for lightweight comfort

-

Puff sleeves for feminine volume

-

Front pintuck with shirt collar for tailored detail

-

Straight mini silhouette for easy styling, detailedDescription: <article>

<p>-</p>

<p>100% Cotton woven fabric for lightweight comfort</p>

<p>-</p>

<p>Puff sleeves for feminine volume</p>

<p>-</p>

<p>Front pintuck with shirt collar for tailored detail</p>

<p>-</p>

<p>Straight mini silhouette for easy styling</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4308_ORANGE-12906.jpg?v=1764759228&width=1440&crop=center,https://www.virgio.com/products/casual-mena-cotton-puff-sleeve-mini-dress,1990.0,Virgio
8,100% Viscose Fit & Flare Maxi Dress,"name: 100% Viscose Fit & Flare Maxi Dress, brand/slogan: Virgio logo, description:-

100% viscose

-

Maxi dress

-

Square neckline

-

Sleeveless

-

Fit & flare

-

Flared silhouette

-

Back smocking

-

Concealed zip, detailedDescription: <article>

<p>-</p>

<p>100% viscose</p>

<p>-</p>

<p>Maxi dress</p>

<p>-</p>

<p>Square neckline</p>

<p>-</p>

<p>Sleeveless</p>

<p>-</p>

<p>Fit &amp; flare</p>

<p>-</p>

<p>Flared silhouette</p>

<p>-</p>

<p>Back smocking</p>

<p>-</p>

<p>Concealed zip</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/val-_core_1543_red-0565_2c3c8ecd-e216-46f0-9cc9-dd4edcfc0edb.jpg?v=1769673704&width=1440&crop=center,https://www.virgio.com/products/jan1-sonla-viscose-fit-flare-maxi-dress,1990.0,Virgio
9,100% Viscose Mini Shift Dress With Front Tie-Up,"name: 100% Viscose Mini Shift Dress With Front Tie-Up, brand/slogan: Atakan, description:-

Round neckline for versatile wear

-

Mini shift silhouette for ease

-

Front tie-up detail for added charm

-

Concealed YKK zipper for a clean finish

-

Crafted in 100% Viscose, detailedDescription: <article>

<p>-</p>

<p>Round neckline for versatile wear</p>

<p>-</p>

<p>Mini shift silhouette for ease</p>

<p>-</p>

<p>Front tie-up detail for added charm</p>

<p>-</p>

<p>Concealed YKK zipper for a clean finish</p>

<p>-</p>

<p>Crafted in 100% Viscose</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/7071_navy-7218.jpg?v=1764685402&width=1440&crop=center,https://www.virgio.com/products/workwear-atakan-viscose-mini-shift-dress-with-front-tie-up,1590.0,Virgio
10,100% Cotton Front Pleated Smocked Midi Dress,"name: 100% Cotton Front Pleated Smocked Midi Dress, brand/slogan: Sunheri, description:-

Light Green Sleeveless Midi Dress With Front Knife Pleat Detail

-

Features Practical Pockets With Back Smocking Design

-

Designed With Square Neckline And A-Line Fit

-

Crafted From 100% Cotton Poplin, The Dress Is Organic And Biodegradable, detailedDescription: <article>

<p>-</p>

<p>Light Green Sleeveless Midi Dress With Front Knife Pleat Detail</p>

<p>-</p>

<p>Features Practical Pockets With Back Smocking Design</p>

<p>-</p>

<p>Designed With Square Neckline And A-Line Fit</p>

<p>-</p>

<p>Crafted From 100% Cotton Poplin, The Dress Is Organic And Biodegradable</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/26thJulyVirgio-1119.jpg?v=1749547755&width=1440&crop=center,https://www.virgio.com/products/smocking-poplin-regal-flare-cotton-dress,1535.0,Virgio
11,100% Cotton V-Neck Bell Sleeve Mini,"name: 100% Cotton V-Neck Bell Sleeve Mini, brand/slogan: Roaah, description:-

100% Cotton poplin woven fabric

-

V-neckline with puff sleeves

-

Fit-and-flare mini silhouette

-

Concealed zip closure for clean finish, detailedDescription: <article>

<p>-</p>

<p>100% Cotton poplin woven fabric</p>

<p>-</p>

<p>V-neckline with puff sleeves</p>

<p>-</p>

<p>Fit-and-flare mini silhouette</p>

<p>-</p>

<p>Concealed zip closure for clean finish</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_6887_dr-2104.jpg?v=1769501786&width=1440&crop=center,https://www.virgio.com/products/smod1-roaah-cotton-v-neck-bell-sleeve-mini,1190.0,Virgio
12,100% Cotton Tiered Dress,"name: 100% Cotton Tiered Dress, brand/slogan: Eve, description:-

A Ravishing Red Midi Dress With A Flowy Silhouette.

-

Crafted From Cottonchic For Breathability.

-

Features A Cinched Waist, Sleeveless Design, And Practical Pockets., detailedDescription: <article>

<p>-</p>

<p>A Ravishing Red Midi Dress With A Flowy Silhouette.</p>

<p>-</p>

<p>Crafted From Cottonchic For Breathability.</p>

<p>-</p>

<p>Features A Cinched Waist, Sleeveless Design, And Practical Pockets.</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio0805.jpg?v=1749548382&width=1440&crop=center,https://www.virgio.com/products/red-v-neck-elegance-with-pockets,2190.0,Virgio
13,100% Cotton Flared Maxi Dress With Pockets,"name: 100% Cotton Flared Maxi Dress With Pockets, brand/slogan: Mavy, description:-

Round neckline

-

Gathered yoke detail

-

Relaxed midi silhouette

-

Features pocket on both sides

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Round neckline</p>

<p>-</p>

<p>Gathered yoke detail</p>

<p>-</p>

<p>Relaxed midi silhouette</p>

<p>-</p>

<p>Features pocket on both sides</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_1500_dr-1899.jpg?v=1769502550&width=1440&crop=center,https://www.virgio.com/products/smod1-mavy-cotton-flared-maxi-dress-with-pockets,1790.0,Virgio
14,100% Viscose Bell Sleeve Dress,"name: 100% Viscose Bell Sleeve Dress, brand/slogan: Virgio logo, description:-

100% viscose woven fabric

-

Front tie-up detail adds adjustable styling

-

Bell sleeves create graceful movement

-

Flared hem offers a Relaxed, flattering shape, detailedDescription: <article>

<p>-</p>

<p>100% viscose woven fabric</p>

<p>-</p>

<p>Front tie-up detail adds adjustable styling</p>

<p>-</p>

<p>Bell sleeves create graceful movement</p>

<p>-</p>

<p>Flared hem offers a Relaxed, flattering shape</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4306_GREEN-12818.jpg?v=1764683736&width=1440&crop=center,https://www.virgio.com/products/mod1-gaye-viscose-bell-sleeve-dress,1990.0,Virgio
15,100% Cotton Shift Mini Dress,"name: 100% Cotton Shift Mini Dress, brand/slogan: Hinae, description:-

Round neckline

-

Long sleeves with gathered cuffs

-

Abstract floral placement print

-

Side pockets, detailedDescription: <article>

<p>-</p>

<p>Round neckline</p>

<p>-</p>

<p>Long sleeves with gathered cuffs</p>

<p>-</p>

<p>Abstract floral placement print</p>

<p>-</p>

<p>Side pockets</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6011_dress_-18891.jpg?v=1766059459&width=1440&crop=center,https://www.virgio.com/products/nb1-hinae-cotton-shift-mini-dress,1165.0,Virgio
16,Cotton Printed V Neck Midi Dress,"name: Cotton Printed V Neck Midi Dress, brand/slogan: Elvan, description:-

V-neckline enhances a flattering neckline

-

Front button-down with concealed zipper closure

-

Flared silhouette adds a feminine flow

-

Soft Cotton fabric ensures easy comfort and breathability, detailedDescription: <article>

<p>-</p>

<p>V-neckline enhances a flattering neckline</p>

<p>-</p>

<p>Front button-down with concealed zipper closure</p>

<p>-</p>

<p>Flared silhouette adds a feminine flow</p>

<p>-</p>

<p>Soft Cotton fabric ensures easy comfort and breathability</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/6322_floral-12222.jpg?v=1764745628&width=1440&crop=center,https://www.virgio.com/products/mod1-elvan-cotton-printed-v-neck-midi-dress,1590.0,Virgio
17,100% Cotton Halter Neck Maxi Dress,"name: 100% Cotton Halter Neck Maxi Dress, brand/slogan: Larie, description:-

Halter neck maxi dress

-

Bow neck tie-up at back

-

Neck brooch detail

-

Made with 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Halter neck maxi dress</p>

<p>-</p>

<p>Bow neck tie-up at back</p>

<p>-</p>

<p>Neck brooch detail</p>

<p>-</p>

<p>Made with 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/core_party_1473_dress-41691_7734f7e2-4c22-4863-bfbe-04dd59b8f1b6.jpg?v=1769001322&width=1440&crop=center,https://www.virgio.com/products/d1-party-larie-cotton-halter-neck-maxi-dress,2990.0,Virgio
18,100% Cotton Waist Smocked Midi Dress,"name: 100% Cotton Waist Smocked Midi Dress, brand/slogan: Gazelle, description:-

Green Sleeveless Fit And Flare Midi Dress

-

Features Front Zipper Closure And Practical Pockets

-

Designed With Contrast Waist Smocking And Shawl Collar

-

Crafted From 100% Cotton Poplin, The Dress Is Organic And Biodegradable, detailedDescription: <article>

<p>-</p>

<p>Green Sleeveless Fit And Flare Midi Dress</p>

<p>-</p>

<p>Features Front Zipper Closure And Practical Pockets</p>

<p>-</p>

<p>Designed With Contrast Waist Smocking And Shawl Collar</p>

<p>-</p>

<p>Crafted From 100% Cotton Poplin, The Dress Is Organic And Biodegradable</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/26thJulyVirgio-1168_87ccc77e-877c-4239-9be4-68b4a2ce4f8e.jpg?v=1770028510&width=1440&crop=center,https://www.virgio.com/products/smocking-poplin-cosmic-flare-cottton-dress,1095.0,Virgio
19,Cotton Striped Tie-Up Midi Dress,"name: Cotton Striped Tie-Up Midi Dress, brand/slogan: Ceyda, description:-

Square neckline

-

Front tie-up detail

-

Flared midi silhouette

-

Soft breathable cotton fabric, detailedDescription: <article>

<p>-</p>

<p>Square neckline</p>

<p>-</p>

<p>Front tie-up detail</p>

<p>-</p>

<p>Flared midi silhouette</p>

<p>-</p>

<p>Soft breathable cotton fabric</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4080_BLUE5_STRIPE-13090.jpg?v=1764699485&width=1440&crop=center,https://www.virgio.com/products/mod1-ceyda-cotton-striped-tie-up-midi-dress,1990.0,Virgio
20,100% Cotton Midi Dress With Belt,"name: 100% Cotton Midi Dress With Belt, brand/slogan: Elspy, description:-

100% Cotton woven fabric for airy comfort

-

Mandarin collar with concealed zip closure

-

Self-fabric belt for adjustable fit

-

Fit-and-flare midi silhouette for everyday elegance, detailedDescription: <article>

<p>-</p>

<p>100% Cotton woven fabric for airy comfort</p>

<p>-</p>

<p>Mandarin collar with concealed zip closure</p>

<p>-</p>

<p>Self-fabric belt for adjustable fit</p>

<p>-</p>

<p>Fit-and-flare midi silhouette for everyday elegance</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/dr_010_blue-13710.jpg?v=1764702552&width=1440&crop=center,https://www.virgio.com/products/casual-elspy-cotton-midi-dress-with-belt,1990.0,Virgio
21,100% Cotton Pleated Front Midi Dress,"name: 100% Cotton Pleated Front Midi Dress, brand/slogan: Olny, description:-

Boat neckline

-

Pleated front for cinched waist

-

Flared midi silhouette

-

Made from 100% cotton, detailedDescription: <article>

<p>-</p>

<p>Boat neckline</p>

<p>-</p>

<p>Pleated front for cinched waist</p>

<p>-</p>

<p>Flared midi silhouette</p>

<p>-</p>

<p>Made from 100% cotton</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/mod_1502_white_dr5555-2017.jpg?v=1768547112&width=1440&crop=center,https://www.virgio.com/products/smod1-olny-cotton-pleated-front-midi-dress,1790.0,Virgio
22,100% Cotton Butterfly Sleeve Mini,"name: 100% Cotton Butterfly Sleeve Mini, brand/slogan: Saea, description:-

100% Cotton slub woven fabric

-

V-neckline with butterfly sleeves

-

A-line mini silhouette

-

Comfortable, easy pull-on style, detailedDescription: <article>

<p>-</p>

<p>100% Cotton slub  woven fabric</p>

<p>-</p>

<p>V-neckline with butterfly sleeves</p>

<p>-</p>

<p>A-line mini silhouette</p>

<p>-</p>

<p>Comfortable, easy pull-on style</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4303_core-0423.jpg?v=1769501695&width=1440&crop=center,https://www.virgio.com/products/jan1-saea-cotton-butterfly-sleeve-mini,1790.0,Virgio
23,100% Viscose Flutter Sleeve Midi Dress,"name: 100% Viscose Flutter Sleeve Midi Dress, brand/slogan: Faina, description:-

Woven fabric for light, easy drape

-

Soft flutter sleeves for a feminine touch

-

Fit-and-flare midi silhouette for everyday ease

-

Concealed zip for a neat, seamless look, detailedDescription: <article>

<p>-</p>

<p>Woven fabric for light, easy drape</p>

<p>-</p>

<p>Soft flutter sleeves for a feminine touch</p>

<p>-</p>

<p>Fit-and-flare midi silhouette for everyday ease</p>

<p>-</p>

<p>Concealed zip for a neat, seamless look</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4307_BROWN-15068.jpg?v=1766388558&width=1440&crop=center,https://www.virgio.com/products/nb1-faina-viscose-flutter-sleeve-midi-dress,1590.0,Virgio
24,100% Cotton Butterfly Sleeve Mini,"name: 100% Cotton Butterfly Sleeve Mini, brand/slogan: Rovy, description:-

100% Cotton slub woven fabric

-

V-neckline with butterfly sleeves

-

A-line mini silhouette

-

Comfortable, easy pull-on style, detailedDescription: <article>

<p>-</p>

<p>100% Cotton slub  woven fabric</p>

<p>-</p>

<p>V-neckline with butterfly sleeves</p>

<p>-</p>

<p>A-line mini silhouette</p>

<p>-</p>

<p>Comfortable, easy pull-on style</p>

</article>",https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4303_brown-0583.jpg?v=1769506454&width=1440&crop=center,https://www.virgio.com/products/jan1-rovy-cotton-butterfly-sleeve-mini,1790.0,Virgio
